frame_number,start_time,processing_duration,face_detected
609,2023-03-08-07-47-17,0.0230681,1
610,2023-03-08-07-47-17,0.0262511,1
611,2023-03-08-07-47-17,0.0184188,1
612,2023-03-08-07-47-17,0.0174767,1
613,2023-03-08-07-47-17,0.0208926,1
614,2023-03-08-07-47-17,0.0219775,1
615,2023-03-08-07-47-17,0.0201534,1
616,2023-03-08-07-47-17,0.0134059,1
617,2023-03-08-07-47-17,0.0141023,1
618,2023-03-08-07-47-17,0.0160037,1
619,2023-03-08-07-47-17,0.0200038,1
620,2023-03-08-07-47-17,0.0158695,1
621,2023-03-08-07-47-17,0.029175,1
622,2023-03-08-07-47-17,0.0280664,1
623,2023-03-08-07-47-17,0.0192811,1
624,2023-03-08-07-47-17,0.0186576,1
625,2023-03-08-07-47-18,0.0152893,1
626,2023-03-08-07-47-18,0.0257091,1
627,2023-03-08-07-47-18,0.0164032,1
628,2023-03-08-07-47-18,0.0170396,1
629,2023-03-08-07-47-18,0.0157984,1
630,2023-03-08-07-47-18,0.0181215,1
631,2023-03-08-07-47-18,0.0194428,1
632,2023-03-08-07-47-18,0.0180945,1
633,2023-03-08-07-47-18,0.019344,1
634,2023-03-08-07-47-18,0.0275088,1
635,2023-03-08-07-47-18,0.024599,1
636,2023-03-08-07-47-18,0.0174892,1
637,2023-03-08-07-47-18,0.0163306,1
638,2023-03-08-07-47-18,0.0142096,1
639,2023-03-08-07-47-18,0.0248126,1
640,2023-03-08-07-47-18,0.0187733,1
641,2023-03-08-07-47-18,0.014608,1
642,2023-03-08-07-47-18,0.0218977,1
643,2023-03-08-07-47-18,0.0150421,1
644,2023-03-08-07-47-18,0.0161421,1
645,2023-03-08-07-47-18,0.0154028,1
646,2023-03-08-07-47-18,0.0162837,1
647,2023-03-08-07-47-18,0.0164331,1
648,2023-03-08-07-47-18,0.020432,1
649,2023-03-08-07-47-18,0.0178992,1
650,2023-03-08-07-47-18,0.0184321,1
651,2023-03-08-07-47-18,0.0242711,1
652,2023-03-08-07-47-18,0.0286617,1
653,2023-03-08-07-47-18,0.0294066,1
654,2023-03-08-07-47-19,0.0235929,1
655,2023-03-08-07-47-19,0.0190817,1
656,2023-03-08-07-47-19,0.0285538,1
657,2023-03-08-07-47-19,0.0223934,1
658,2023-03-08-07-47-19,0.0253974,1
659,2023-03-08-07-47-19,0.0246785,1
660,2023-03-08-07-47-19,0.0187489,1
661,2023-03-08-07-47-19,0.0246167,1
662,2023-03-08-07-47-19,0.019928,1
663,2023-03-08-07-47-19,0.0274214,1
664,2023-03-08-07-47-19,0.0256991,1
665,2023-03-08-07-47-19,0.0163837,1
666,2023-03-08-07-47-19,0.0179156,1
667,2023-03-08-07-47-19,0.0162037,1
668,2023-03-08-07-47-19,0.0214939,1
669,2023-03-08-07-47-19,0.0129593,1
670,2023-03-08-07-47-19,0.01337,1
671,2023-03-08-07-47-19,0.013198,1
672,2023-03-08-07-47-19,0.0159519,1
673,2023-03-08-07-47-19,0.0130145,1
